point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,叶祥苓、郭宗俊1991
YX01,宜兴,太湖片-毗陵小片,,,豪,T,萄,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,涛,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,道,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,稻,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,盗,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,导,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,T,蹈,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,N,脑,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,N,恼,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,劳,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,捞,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,唠,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,牢,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,痨,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,老,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,佬,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,L,涝,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,遭,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,糟,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,早,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,枣,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,蚤,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,澡,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,藻,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,躁,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,灶,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,操,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,草,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,騲,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,糙,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,曹,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,槽,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,皂,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,造,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,骚,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,臊,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,扫,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,嫂,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,扫,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,TS,燥,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,高,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,膏,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,篙,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,羔,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,糕,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,稿,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,告,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,膏,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,考,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,烤,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,拷,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,靠,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,犒,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,铐,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,㸆,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,熬,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,敖,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,鳌,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,傲,au,～慢,
YX01,宜兴,太湖片-毗陵小片,,,豪,K,鏊,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,蒿,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,薅,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,好,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,好,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,耗,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,豪,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,壕,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,毫,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,号,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,蠔,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,浩,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,号,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,爊,,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,袄,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,懊,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,奥,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,懊,au,,
YX01,宜兴,太湖片-毗陵小片,,,豪,Ø,澳,au,,
YX01,宜兴,太湖片-毗陵小片,,,侯,P,剖,au,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,某,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,亩,ɷ/m,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,牡,ɷ/əu,～丹/,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,母,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,拇,ɷ,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,戊,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,茂,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,M,贸,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,兜,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,斗,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,抖,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,陡,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,蚪,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,斗,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,偷,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,敨,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,透,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,头,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,投,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,骰,əu,～子,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,豆,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,逗,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,痘,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,T,脰,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,楼,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,搂,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,耧,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,娄,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,搂,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,篓,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,溇,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,漏,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,L,陋,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,TS,走,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,TS,奏,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,TS,凑,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,TS,叟,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,TS,嗽,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,勾,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,钩,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,沟,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,狗,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,苟,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,垢,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,枸,əu,～杞子,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,彀,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,够,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,构,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,购,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,勾,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,抠,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,眍,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,口,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,叩,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,扣,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,寇,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,藕,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,偶,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,K,偶,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,吼,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,侯,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,喉,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,猴,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,瘊,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,後,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,厚,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,后,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,候,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,鲎,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,欧,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,瓯,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,区,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,鸥,,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,呕,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,殴,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,沤,əu,,
YX01,宜兴,太湖片-毗陵小片,,,侯,Ø,怄,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,P,拜,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,P,排,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,P,�,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,M,埋,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,L,攋,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,TS*,䍉,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,TS*,箉,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,TS*,斋,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,TS*,豺,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,皆,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,阶,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,稭,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,偕,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,介,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,界,a/ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,芥,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,尬,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,疥,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,届,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,戒,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,庎,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,揩,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,K,楷,a,,
YX01,宜兴,太湖片-毗陵小片,,,皆,Ø,谐,ia,,
YX01,宜兴,太湖片-毗陵小片,,,皆,Ø,骇,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,Ø,械,,,
YX01,宜兴,太湖片-毗陵小片,,,皆,Ø,挨,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,摆,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,派,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,牌,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,簰,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,罢,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,P,稗,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,M,买,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,M,卖,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,N,奶,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,债,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,钗,o,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,差,o,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,柴,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,筛,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,洒,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,TS*,晒,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,佳,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,街,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,解,ia,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,懈,ia,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,涯,o,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,崖,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,K,捱,,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,鞋,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,解,ia,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,解,ia,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,蟹,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,矮,a,,
YX01,宜兴,太湖片-毗陵小片,,,佳,Ø,隘,ɛ,,
