point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,曹晓燕2004/本人记音
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,蝴,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,瑚,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,模,Ø,恶,u,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,褒,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,保,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,堡,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,宝,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,报,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,袍,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,抱,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,暴,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,P,菢,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,M,毛,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,M,冒,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,M,帽,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,刀,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,叨,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,祷,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,岛,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,倒,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,捣,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,到,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,倒,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,滔,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,掏,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,讨,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,套,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,桃,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,逃,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,淘,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,陶,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,萄,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,涛,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,道,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,稻,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,盗,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,导,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,T,蹈,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,N,脑,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,N,恼,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,劳,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,捞,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,唠,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,牢,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,痨,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,老,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,佬,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,L,涝,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,遭,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,糟,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,早,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,枣,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,蚤,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,澡,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,藻,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,躁,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,灶,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,操,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,草,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,糙,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,曹,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,槽,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,皂,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,造,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,骚,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,臊,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,扫,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,嫂,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,扫,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,TS,燥,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,高,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,膏,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,篙,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,羔,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,糕,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,稿,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,告,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,膏,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,考,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,烤,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,拷,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,靠,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,犒,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,铐,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,熬,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,敖,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,傲,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,薅,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,耗,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,豪,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,壕,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,毫,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,浩,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,袄,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,奥,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,豪,Ø,澳,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,P,剖,əɯ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,某,ei,文读,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,亩,ei,文读,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,牡,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,母,əɯ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,拇,əɯ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,戊,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,茂,ʌ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,M,贸,ʌ/wi,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,兜,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,抖,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,陡,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,蚪,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,偷,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,敨,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,透,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,头,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,投,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,骰,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,豆,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,逗,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,痘,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,T,脰,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,楼,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,耧,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,娄,ei,小～巷,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,篓,əɯ,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,溇,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,漏,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,L,陋,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,TS,走,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,TS,奏,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,TS,凑,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,TS,嗽,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,钩,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,沟,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,狗,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,苟,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,垢,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,枸,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,彀,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,够,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,构,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,购,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,抠,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,眍,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,口,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,叩,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,扣,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,寇,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,藕,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,吼,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,侯,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,喉,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,猴,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,瘊,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,後,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,厚,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,后,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,候,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,鲎,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,欧,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,呕,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,殴,ei,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,P,排,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,P,�,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,L,攋,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,TS*,豺,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,阶,ia,文读,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,稭,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,偕,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,介,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,界,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,届,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,庎,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,Ø,械,ia,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,皆,Ø,挨,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,派,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,簰,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,M,买,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,钗,a,文读,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,TS*,晒,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,街,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,解,a/ia,～开/姓,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,懈,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,涯,ia,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,崖,ia,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,K,捱,,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,解,a/ia,～开/姓,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,解,a/ia,～开/姓,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
WX01,无锡城区,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
