point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,许宝华、陶寰2015
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,蝴,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,瑚,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,模,Ø,恶,u,可～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,褒,ɯ/ɔ,/又读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,P,菢,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,叨,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,捣,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,掏,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,T,蹈,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,痨,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,藻,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,铐,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,敖,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,K,鏊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,薅,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,爊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,P,剖,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,某,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,亩,ɯ,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,牡,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,母,o,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,拇,o,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,茂,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,M,贸,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,兜,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,抖,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,陡,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,蚪,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,偷,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,敨,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,透,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,头,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,投,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,骰,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,豆,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,逗,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,痘,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,T,脰,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,楼,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,耧,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,娄,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,篓,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,溇,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,漏,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,L,陋,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,走,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,叟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,钩,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,沟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,狗,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,苟,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,垢,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,枸,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,彀,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,够,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,构,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,购,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,抠,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,眍,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,口,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,叩,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,扣,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,寇,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,藕,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,u/ɯ,～咙,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,ɯ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,拜,ɑ/ɛ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,排,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,M,埋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,L,攋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,皆,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,阶,ɑ/iɑ,～沿石/～段,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,偕,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,介,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,界,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,芥,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,尬,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,疥,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,届,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,戒,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,揩,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,K,楷,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,iɛ,文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,械,iɛ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,摆,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,派,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,牌,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,罢,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,P,稗,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,M,买,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,M,卖,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,N,奶,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,债,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,o/ɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,差,ɑ,出～,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɑ,～酒,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o/ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,佳,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,街,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,解,ɑ,白读～开,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,懈,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,涯,iɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,崖,e/iɑ,白读/文读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,K,捱,,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,白读,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɑ,,
SJ01,松江镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
