point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,张惠英2009
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,模,Ø,恶,u,厌～,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,堡,u/ɔ,～镇（地名）/碉～,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,P,菢,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,叨,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,捣,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,掏,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,T,蹈,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,痨,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,藻,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,铐,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,敖,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,鳌,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,薅,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,懊,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,P,剖,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,某,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,亩,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,牡,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,母,u/ɛ,/母～（婶母）,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,拇,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,茂,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,M,贸,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,兜,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,斗,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,抖,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,陡,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,蚪,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,斗,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,偷,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,敨,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,透,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,头,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,投,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,骰,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,豆,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,逗,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,痘,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,T,脰,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,楼,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,搂,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,耧,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,娄,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,搂,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,篓,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,溇,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,漏,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,L,陋,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,TS,走,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,TS,奏,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,TS,凑,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,TS,叟,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,勾,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,钩,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,沟,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,狗,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,苟,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,垢,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,枸,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,彀,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,够,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,构,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,购,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,勾,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,抠,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,眍,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,口,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,叩,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,扣,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,寇,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,藕,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,偶,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,K,偶,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,猴,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,後,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,后,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,候,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,区,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,沤,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,侯,Ø,怄,ɵ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,P,拜,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,P,排,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,P,�,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,M,埋,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,L,攋,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,TS*,豺,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,皆,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,阶,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,稭,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,偕,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,介,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,界,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,芥,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,尬,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,疥,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,届,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,戒, ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,庎,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,揩,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,K,楷,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,Ø,谐,ɛ/iɛ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,Ø,械,ɛ/iɛ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,摆,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,派,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,牌,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,簰,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,罢,ɑ/o,/～免,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,P,稗,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,M,买,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,M,卖,ɑ,白读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,N,奶,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,债,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,钗,,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,差,ɑ,～使文读,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,佳,iɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,街,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,解,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,懈,ɑ/ɛ/iɛ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,涯,iɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,崖,iɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,K,捱,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɑ,,
CM01,崇明城关,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,
