point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,川沙方言同音字表
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,蝴,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,互,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,褒,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,P,菢,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,叨,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,祷,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,捣,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,掏,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,T,蹈,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,劳,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,唠,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,痨,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,躁,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,犒,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,铐,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,敖,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,耗,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,懊,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,P,剖,e,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,某,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,亩,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,牡,ɤ/ɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,母,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,拇,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,茂,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,M,贸,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,兜,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,抖,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,陡,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,偷,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,敨,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,透,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,头,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,投,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,骰,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,豆,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,逗,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,痘,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,T,脰,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,楼,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,耧,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,娄,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,篓,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,溇,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,漏,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,L,陋,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,TS,走,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,TS,奏,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,TS,凑,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,TS,叟,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,钩,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,沟,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,狗,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,苟,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,垢,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,枸,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,彀,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,够,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,构,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,购,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,抠,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,眍,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,口,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,叩,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,扣,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,寇,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,藕,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,吼,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,後,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,后,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,候,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɤ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,P,拜,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,P,排,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,P,�,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,M,埋,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,L,攋,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,TS*,斋,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,TS*,豺,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,皆,iᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,阶,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,稭,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,偕,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,介,iᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,界,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,芥,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,尬,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,疥,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,届,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,戒,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,庎,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,揩,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,K,楷,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,Ø,械,iɛ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,皆,Ø,挨,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,摆,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,派,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,牌,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,簰,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,罢,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,P,稗,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,M,买,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,M,卖,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,N,奶,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,债,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,钗,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,差,ᴀ,出～,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,柴,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,筛,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,洒,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,TS*,晒,iɔ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,佳,,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,街,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,解,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,懈,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,涯,iᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,崖,iᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,K,捱,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,解,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,解,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,矮,ᴀ,,
CS01,川沙浦东,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
